Unnamed: 0,id,owner,device,timestamp,cellinfo.wgs84.lat,cellinfo.wgs84.lon,cellinfo.azimuth_degrees,cell,cellinfo.postal_code
10632,10632,Agent15,15_1,2023-05-16 14:22:50.316898,52.04645800272839,4.407267143790735,250,0-0-0,2631PT
10633,10633,Agent15,15_1,2023-05-16 14:28:37.986336,52.01979036913978,4.362087998218577,320,0-0-0,2612XW
10634,10634,Agent15,15_1,2023-05-16 15:20:29.610590,51.99775374430947,4.379178245336278,0,0-0-0,2627AZ
10635,10635,Agent15,15_1,2023-05-16 15:33:51.744337,52.03913150974646,4.368000304253156,0,0-0-0,2497DM
10636,10636,Agent15,15_1,2023-05-16 16:36:39.458453,52.02953715690519,4.336931219949199,100,0-0-0,2288GP
10637,10637,Agent15,15_1,2023-05-16 18:17:19.010136,52.02651222716517,4.361890476419118,40,0-0-0,2612TL
10638,10638,Agent15,15_1,2023-05-16 21:06:32.397989,52.03913150974646,4.368000304253156,240,0-0-0,2497DM
10639,10639,Agent15,15_1,2023-05-16 21:33:35.137359,52.02767176582986,4.357769210259272,40,0-0-0,2612CT
10640,10640,Agent15,15_1,2023-05-17 01:42:13.986014,52.02068273213007,4.356195988642664,0,0-0-0,2612GV
10641,10641,Agent15,15_1,2023-05-17 01:51:32.392456,52.02068273213007,4.356195988642664,0,0-0-0,2612GV
10642,10642,Agent15,15_1,2023-05-17 02:14:00.518266,52.04055822994557,4.359440773416596,150,0-0-0,2497GL
10643,10643,Agent15,15_1,2023-05-17 04:41:22.074215,52.02651222716517,4.361890476419118,40,0-0-0,2612TL
10644,10644,Agent15,15_1,2023-05-17 06:01:19.084371,52.00756391246674,4.3722575502121686,0,0-0-0,2628TG
10645,10645,Agent15,15_1,2023-05-17 06:01:52.027975,52.03666344832492,4.364296146600832,120,0-0-0,2497BW
10646,10646,Agent15,15_1,2023-05-17 06:24:56.064666,52.01979036913978,4.362087998218577,320,0-0-0,2612XW
10647,10647,Agent15,15_1,2023-05-17 06:56:32.801532,52.01656390349047,4.367319006028084,0,0-0-0,2612VC
10648,10648,Agent15,15_1,2023-05-17 07:07:36.353943,52.01980707448643,4.361941921823978,110,0-0-0,2612XW
10649,10649,Agent15,15_1,2023-05-17 07:12:21.906280,52.03666344832492,4.364296146600832,120,0-0-0,2497BW
10650,10650,Agent15,15_1,2023-05-17 07:55:57.760202,52.04305029300129,4.355578979769384,120,0-0-0,2497GC
10651,10651,Agent15,15_1,2023-05-17 09:16:09.166859,52.013077609082096,4.353049614064751,30,0-0-0,2611AN
10652,10652,Agent15,15_1,2023-05-17 09:19:19.584199,52.02764391326549,4.3576678464392105,120,0-0-0,2612CT
10653,10653,Agent15,15_1,2023-05-17 16:24:34.619408,52.05653609339252,4.275842901072378,0,0-0-0,2533AS
10654,10654,Agent15,15_1,2023-05-17 17:34:38.648841,52.050592484645286,4.357708737513577,150,0-0-0,2495AJ
10655,10655,Agent15,15_1,2023-05-17 18:28:36.375398,52.03666344832492,4.364296146600832,120,0-0-0,2497BW
10656,10656,Agent15,15_1,2023-05-17 18:50:12.026639,52.02764391326549,4.3576678464392105,120,0-0-0,2612CT
10657,10657,Agent15,15_1,2023-05-17 18:55:04.509077,52.02651222716517,4.361890476419118,150,0-0-0,2612TL
10658,10658,Agent15,15_1,2023-05-17 20:18:57.719059,52.02767176582986,4.357769210259272,40,0-0-0,2612CT
10659,10659,Agent15,15_1,2023-05-17 20:31:59.582915,52.01675535907515,4.351158254660443,60,0-0-0,2611XW
10660,10660,Agent15,15_1,2023-05-17 20:36:32.595644,52.02767176582986,4.357769210259272,40,0-0-0,2612CT
10661,10661,Agent15,15_1,2023-05-17 21:10:03.336865,52.01057788285986,4.355000928025534,20,0-0-0,2611AL
10662,10662,Agent15,15_1,2023-05-17 22:16:20.731774,52.01979036913978,4.362087998218577,320,0-0-0,2612XW
10663,10663,Agent15,15_1,2023-05-17 22:59:52.368250,52.02767176582986,4.357769210259272,40,0-0-0,2612CT
10664,10664,Agent15,15_1,2023-05-18 00:48:18.848372,52.02651222716517,4.361890476419118,40,0-0-0,2612TL
10665,10665,Agent15,15_1,2023-05-18 03:44:25.337253,52.050592484645286,4.357708737513577,150,0-0-0,2495AJ
10666,10666,Agent15,15_1,2023-05-18 05:53:36.461128,52.03913150974646,4.368000304253156,120,0-0-0,2497DM
10667,10667,Agent15,15_1,2023-05-18 06:35:32.081040,52.02651222716517,4.361890476419118,40,0-0-0,2612TL
10668,10668,Agent15,15_1,2023-05-18 07:37:07.281036,52.02767176582986,4.357769210259272,40,0-0-0,2612CT
10669,10669,Agent15,15_1,2023-05-18 08:41:58.410185,52.05027864670621,4.392312665297172,220,0-0-0,2632CC
10670,10670,Agent15,15_1,2023-05-18 11:06:42.578595,52.05047702557171,4.3466164517146,120,0-0-0,2289DJ
10671,10671,Agent15,15_1,2023-05-18 11:32:41.501257,52.03666344832492,4.364296146600832,0,0-0-0,2497BW
10672,10672,Agent15,15_1,2023-05-18 11:53:23.061503,52.03963260600085,4.389779779527599,320,0-0-0,2631AC
10673,10673,Agent15,15_1,2023-05-18 14:10:07.857052,52.04117189226923,4.337299713312614,100,0-0-0,2288GM
10674,10674,Agent15,15_1,2023-05-18 14:56:49.411406,52.02767176582986,4.357769210259272,40,0-0-0,2612CT
10675,10675,Agent15,15_1,2023-05-18 14:59:42.136500,52.03666344832492,4.364296146600832,120,0-0-0,2497BW
10676,10676,Agent15,15_1,2023-05-18 15:16:13.418247,52.04127103414857,4.3343092149729285,120,0-0-0,2288EL
10677,10677,Agent15,15_1,2023-05-18 15:24:30.336803,52.02767176582986,4.357769210259272,40,0-0-0,2612CT
10678,10678,Agent15,15_1,2023-05-18 15:46:18.610204,52.03937813037367,4.34992070517012,150,0-0-0,2497GA
10679,10679,Agent15,15_1,2023-05-18 15:58:08.482512,52.00248789466074,4.370479178507179,0,0-0-0,2628CE
10680,10680,Agent15,15_1,2023-05-18 16:19:46.225725,52.03666344832492,4.364296146600832,250,0-0-0,2497BW
10681,10681,Agent15,15_1,2023-05-18 17:30:21.185816,52.00559032961253,4.331826600915831,40,0-0-0,2635KK
10682,10682,Agent15,15_1,2023-05-18 19:53:58.986702,52.01447427934024,4.372028215829393,0,0-0-0,2612JZ
10683,10683,Agent15,15_1,2023-05-18 20:00:12.094229,52.01447427934024,4.372028215829393,0,0-0-0,2612JZ
10684,10684,Agent15,15_1,2023-05-18 20:29:09.438430,51.98166430412064,4.358461253347032,0,0-0-0,2623NP
10685,10685,Agent15,15_1,2023-05-18 20:45:49.987081,52.05309623625336,4.316913781681117,140,0-0-0,2524XP
10686,10686,Agent15,15_1,2023-05-18 20:47:14.342384,52.03913150974646,4.368000304253156,240,0-0-0,2497DM
10687,10687,Agent15,15_1,2023-05-18 21:26:07.560970,52.0485510644788,4.373136281554398,240,0-0-0,2496WX
10688,10688,Agent15,15_1,2023-05-18 23:42:23.150921,52.035265044251545,4.332133062573993,120,0-0-0,2288GD
10689,10689,Agent15,15_1,2023-05-18 23:49:29.433099,52.00756391246674,4.3722575502121686,0,0-0-0,2628TG
10690,10690,Agent15,15_1,2023-05-18 23:49:34.662731,52.00756391246674,4.3722575502121686,0,0-0-0,2628TG
10691,10691,Agent15,15_1,2023-05-18 23:54:18.643767,52.01447427934024,4.372028215829393,0,0-0-0,2612JZ
10692,10692,Agent15,15_1,2023-05-18 23:57:40.494099,52.0106857262711,4.354998444421789,350,0-0-0,2611AL
10693,10693,Agent15,15_1,2023-05-19 00:10:42.357949,52.02651222716517,4.361890476419118,150,0-0-0,2612TL
10694,10694,Agent15,15_1,2023-05-19 00:24:03.923889,52.01675535907515,4.351158254660443,60,0-0-0,2611XW
10695,10695,Agent15,15_1,2023-05-19 00:47:13.447430,52.01980707448643,4.361941921823978,340,0-0-0,2612XW
